[UE3] [2025-07-19 11:43:34] [  5]  28.00-29.00  sec  3.57 MBytes  30.0 Mbits/sec  0.278 ms  0/2588 (0%)
[UE3] [2025-07-19 11:43:35] [  5]  29.00-30.00  sec  3.58 MBytes  30.0 Mbits/sec  0.305 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:36] [  5]  30.00-31.00  sec  3.58 MBytes  30.0 Mbits/sec  0.205 ms  0/2591 (0%)
[UE3] [2025-07-19 11:43:37] [  5]  31.00-32.00  sec  3.58 MBytes  30.0 Mbits/sec  0.157 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:38] [  5]  32.00-33.00  sec  3.57 MBytes  30.0 Mbits/sec  0.182 ms  0/2587 (0%)
[UE3] [2025-07-19 11:43:39] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.154 ms  0/2592 (0%)
[UE3] [2025-07-19 11:43:40] [  5]  34.00-35.00  sec  3.58 MBytes  30.0 Mbits/sec  0.152 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:41] [  5]  35.00-36.00  sec  3.57 MBytes  30.0 Mbits/sec  0.302 ms  0/2587 (0%)
[UE3] [2025-07-19 11:43:42] [  5]  36.00-37.00  sec  3.58 MBytes  30.0 Mbits/sec  0.231 ms  0/2593 (0%)
[UE3] [2025-07-19 11:43:43] [  5]  37.00-38.00  sec  3.57 MBytes  30.0 Mbits/sec  0.233 ms  0/2588 (0%)
[UE3] [2025-07-19 11:43:44] [  5]  38.00-39.00  sec  3.58 MBytes  30.0 Mbits/sec  0.294 ms  0/2591 (0%)
[UE3] [2025-07-19 11:43:45] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.143 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:46] [  5]  40.00-41.00  sec  3.58 MBytes  30.0 Mbits/sec  0.263 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:47] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:48] [  5]  42.00-43.00  sec  3.58 MBytes  30.0 Mbits/sec  0.190 ms  0/2589 (0%)
[UE3] [2025-07-19 11:43:49] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.151 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:50] [  5]  44.00-45.00  sec  3.58 MBytes  30.0 Mbits/sec  0.119 ms  0/2591 (0%)
[UE3] [2025-07-19 11:43:51] [  5]  45.00-46.00  sec  3.58 MBytes  30.0 Mbits/sec  0.178 ms  0/2589 (0%)
[UE3] [2025-07-19 11:43:52] [  5]  46.00-47.00  sec  3.58 MBytes  30.0 Mbits/sec  0.174 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:53] [  5]  47.00-48.00  sec  3.58 MBytes  30.0 Mbits/sec  0.353 ms  0/2589 (0%)
[UE3] [2025-07-19 11:43:54] [  5]  48.00-49.00  sec  3.58 MBytes  30.0 Mbits/sec  0.209 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:55] [  5]  49.00-50.00  sec  3.58 MBytes  30.0 Mbits/sec  0.195 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:56] [  5]  50.00-51.00  sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2590 (0%)
[UE3] [2025-07-19 11:43:57] [  5]  51.00-52.00  sec  3.57 MBytes  30.0 Mbits/sec  0.204 ms  0/2587 (0%)
[UE3] [2025-07-19 11:43:58] [  5]  52.00-53.00  sec  3.58 MBytes  30.0 Mbits/sec  0.312 ms  0/2593 (0%)
[UE3] [2025-07-19 11:43:59] [  5]  53.00-54.00  sec  3.58 MBytes  30.0 Mbits/sec  0.191 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:00] [  5]  54.00-55.00  sec  3.57 MBytes  30.0 Mbits/sec  0.238 ms  0/2587 (0%)
[UE3] [2025-07-19 11:44:01] [  5]  55.00-56.00  sec  3.58 MBytes  30.0 Mbits/sec  0.125 ms  0/2592 (0%)
[UE3] [2025-07-19 11:44:02] [  5]  56.00-57.00  sec  3.57 MBytes  30.0 Mbits/sec  0.433 ms  0/2587 (0%)
[UE3] [2025-07-19 11:44:03] [  5]  57.00-58.00  sec  3.58 MBytes  30.0 Mbits/sec  0.314 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:04] [  5]  58.00-59.00  sec  3.58 MBytes  30.0 Mbits/sec  0.162 ms  0/2591 (0%)
[UE3] [2025-07-19 11:44:05] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.233 ms  0/2593 (0%)
[UE3] [2025-07-19 11:44:06] [  5]  60.00-61.00  sec  3.57 MBytes  30.0 Mbits/sec  0.206 ms  0/2588 (0%)
[UE3] [2025-07-19 11:44:07] [  5]  61.00-62.00  sec  3.58 MBytes  30.0 Mbits/sec  0.287 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:08] [  5]  62.00-63.00  sec  3.58 MBytes  30.0 Mbits/sec  0.225 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:09] [  5]  63.00-64.00  sec  3.58 MBytes  30.0 Mbits/sec  0.149 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:10] [  5]  64.00-65.00  sec  3.58 MBytes  30.0 Mbits/sec  0.165 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:11] [  5]  65.00-66.00  sec  3.57 MBytes  30.0 Mbits/sec  0.300 ms  0/2587 (0%)
[UE3] [2025-07-19 11:44:12] [  5]  66.00-67.00  sec  3.58 MBytes  30.0 Mbits/sec  0.208 ms  0/2592 (0%)
[UE3] [2025-07-19 11:44:13] [  5]  67.00-68.00  sec  3.58 MBytes  30.0 Mbits/sec  0.168 ms  0/2591 (0%)
[UE3] [2025-07-19 11:44:14] [  5]  68.00-69.00  sec  3.57 MBytes  30.0 Mbits/sec  0.309 ms  0/2588 (0%)
[UE3] [2025-07-19 11:44:15] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.184 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:16] [  5]  70.00-71.00  sec  3.57 MBytes  29.9 Mbits/sec  0.428 ms  0/2585 (0%)
[UE3] [2025-07-19 11:44:17] [  5]  71.00-72.00  sec  3.58 MBytes  30.1 Mbits/sec  0.274 ms  0/2596 (0%)
[UE3] [2025-07-19 11:44:18] [  5]  72.00-73.00  sec  3.58 MBytes  30.0 Mbits/sec  0.166 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:19] [  5]  73.00-74.00  sec  3.58 MBytes  30.0 Mbits/sec  0.283 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:20] [  5]  74.00-75.00  sec  3.58 MBytes  30.0 Mbits/sec  0.211 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:21] [  5]  75.00-76.00  sec  3.58 MBytes  30.0 Mbits/sec  0.170 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:22] [  5]  76.00-77.00  sec  3.57 MBytes  30.0 Mbits/sec  0.173 ms  0/2587 (0%)
[UE3] [2025-07-19 11:44:23] [  5]  77.00-78.00  sec  3.58 MBytes  30.0 Mbits/sec  0.179 ms  0/2593 (0%)
[UE3] [2025-07-19 11:44:24] [  5]  78.00-79.00  sec  3.58 MBytes  30.0 Mbits/sec  0.239 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:25] [  5]  79.00-80.00  sec  3.58 MBytes  30.0 Mbits/sec  0.229 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:26] [  5]  80.00-81.00  sec  3.58 MBytes  30.0 Mbits/sec  0.168 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:27] [  5]  81.00-82.00  sec  3.58 MBytes  30.0 Mbits/sec  0.272 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:28] [  5]  82.00-83.00  sec  3.58 MBytes  30.0 Mbits/sec  0.139 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:29] [  5]  83.00-84.00  sec  3.58 MBytes  30.0 Mbits/sec  0.171 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:30] [  5]  84.00-85.00  sec  3.57 MBytes  30.0 Mbits/sec  0.238 ms  0/2588 (0%)
[UE3] [2025-07-19 11:44:31] [  5]  85.00-86.00  sec  3.58 MBytes  30.0 Mbits/sec  0.248 ms  0/2591 (0%)
[UE3] [2025-07-19 11:44:32] [  5]  86.00-87.00  sec  3.57 MBytes  30.0 Mbits/sec  0.280 ms  0/2587 (0%)
[UE3] [2025-07-19 11:44:33] [  5]  87.00-88.00  sec  3.58 MBytes  30.0 Mbits/sec  0.186 ms  0/2592 (0%)
[UE3] [2025-07-19 11:44:34] [  5]  88.00-89.00  sec  3.58 MBytes  30.0 Mbits/sec  0.282 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:35] [  5]  89.00-90.00  sec  3.58 MBytes  30.0 Mbits/sec  0.192 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:36] [  5]  90.00-91.00  sec  3.57 MBytes  30.0 Mbits/sec  0.119 ms  0/2587 (0%)
[UE3] [2025-07-19 11:44:37] [  5]  91.00-92.00  sec  3.58 MBytes  30.0 Mbits/sec  0.216 ms  0/2593 (0%)
[UE3] [2025-07-19 11:44:38] [  5]  92.00-93.00  sec  3.57 MBytes  30.0 Mbits/sec  0.148 ms  0/2588 (0%)
[UE3] [2025-07-19 11:44:39] [  5]  93.00-94.00  sec  3.58 MBytes  30.0 Mbits/sec  0.187 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:40] [  5]  94.00-95.00  sec  3.58 MBytes  30.0 Mbits/sec  0.343 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:41] [  5]  95.00-96.00  sec  3.57 MBytes  30.0 Mbits/sec  0.337 ms  0/2588 (0%)
[UE3] [2025-07-19 11:44:42] [  5]  96.00-97.00  sec  3.58 MBytes  30.1 Mbits/sec  0.159 ms  0/2595 (0%)
[UE3] [2025-07-19 11:44:43] [  5]  97.00-98.00  sec  3.58 MBytes  30.0 Mbits/sec  0.156 ms  0/2589 (0%)
[UE3] [2025-07-19 11:44:44] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.137 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:45] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.253 ms  0/2590 (0%)
[UE3] [2025-07-19 11:44:48] [  5]   0.00-1.00   sec  7.73 MBytes  64.9 Mbits/sec  0.214 ms  0/5599 (0%)
[UE3] [2025-07-19 11:44:49] [  5]   1.00-2.00   sec  8.67 MBytes  72.7 Mbits/sec  0.121 ms  250/6525 (3.8%)
[UE3] [2025-07-19 11:44:50] [  5]   2.00-3.00   sec  10.2 MBytes  85.3 Mbits/sec  0.121 ms  3243/10608 (31%)
[UE3] [2025-07-19 11:44:51] [  5]   3.00-4.00   sec  10.3 MBytes  86.7 Mbits/sec  0.109 ms  3097/10581 (29%)
[UE3] [2025-07-19 11:44:52] [  5]   4.00-5.00   sec  10.1 MBytes  85.1 Mbits/sec  0.116 ms  2919/10262 (28%)
[UE3] [2025-07-19 11:44:53] [  5]   5.00-6.00   sec  9.73 MBytes  81.6 Mbits/sec  0.077 ms  3002/10047 (30%)
[UE3] [2025-07-19 11:44:54] [  5]   6.00-7.00   sec  10.1 MBytes  85.0 Mbits/sec  0.077 ms  3524/10865 (32%)
[UE3] [2025-07-19 11:44:55] [  5]   7.00-8.00   sec  9.52 MBytes  79.9 Mbits/sec  0.092 ms  3099/9993 (31%)
[UE3] [2025-07-19 11:44:56] [  5]   8.00-9.00   sec  10.3 MBytes  86.8 Mbits/sec  0.113 ms  3362/10853 (31%)
[UE3] [2025-07-19 11:44:57] [  5]   9.00-10.00  sec  10.2 MBytes  85.2 Mbits/sec  0.138 ms  2975/10326 (29%)
[UE3] [2025-07-19 11:44:58] [  5]  10.00-11.00  sec  9.57 MBytes  80.3 Mbits/sec  0.290 ms  2965/9896 (30%)
[UE3] [2025-07-19 11:44:59] [  5]  11.00-12.00  sec  9.50 MBytes  79.6 Mbits/sec  0.086 ms  2772/9648 (29%)
[UE3] [2025-07-19 11:45:00] [  5]  12.00-13.00  sec  9.72 MBytes  81.6 Mbits/sec  0.117 ms  3977/11017 (36%)
[UE3] [2025-07-19 11:45:01] [  5]  13.00-14.00  sec  10.1 MBytes  85.1 Mbits/sec  0.091 ms  3152/10500 (30%)
[UE3] [2025-07-19 11:45:02] [  5]  14.00-15.00  sec  9.52 MBytes  79.9 Mbits/sec  0.113 ms  3145/10042 (31%)
[UE3] [2025-07-19 11:45:03] [  5]  15.00-16.00  sec  10.3 MBytes  86.6 Mbits/sec  0.092 ms  3485/10965 (32%)
[UE3] [2025-07-19 11:45:04] [  5]  16.00-17.00  sec  9.54 MBytes  80.0 Mbits/sec  0.074 ms  3124/10034 (31%)
[UE3] [2025-07-19 11:45:05] [  5]  17.00-18.00  sec  10.1 MBytes  85.0 Mbits/sec  0.106 ms  3380/10716 (32%)
[UE3] [2025-07-19 11:45:06] [  5]  18.00-19.00  sec  9.72 MBytes  81.6 Mbits/sec  0.131 ms  3011/10053 (30%)
[UE3] [2025-07-19 11:45:07] [  5]  19.00-20.00  sec  10.2 MBytes  85.3 Mbits/sec  0.103 ms  3038/10402 (29%)
[UE3] [2025-07-19 11:45:08] [  5]  20.00-21.00  sec  8.91 MBytes  74.7 Mbits/sec  0.084 ms  2646/9099 (29%)
[UE3] [2025-07-19 11:45:09] [  5]  21.00-22.00  sec  8.73 MBytes  73.2 Mbits/sec  0.079 ms  2951/9273 (32%)
[UE3] [2025-07-19 11:45:10] [  5]  22.00-23.00  sec  10.3 MBytes  86.7 Mbits/sec  0.071 ms  5159/12641 (41%)
[UE3] [2025-07-19 11:45:11] [  5]  23.00-24.00  sec  10.3 MBytes  86.8 Mbits/sec  0.128 ms  3137/10627 (30%)
[UE3] [2025-07-19 11:45:12] [  5]  24.00-25.00  sec  10.1 MBytes  85.0 Mbits/sec  0.111 ms  3219/10559 (30%)
[UE3] [2025-07-19 11:45:13] [  5]  25.00-26.00  sec  9.54 MBytes  80.1 Mbits/sec  0.093 ms  2683/9595 (28%)
[UE3] [2025-07-19 11:45:14] [  5]  26.00-27.00  sec  10.4 MBytes  86.9 Mbits/sec  0.095 ms  3399/10898 (31%)
[UE3] [2025-07-19 11:45:15] [  5]  27.00-28.00  sec  9.51 MBytes  79.8 Mbits/sec  0.089 ms  3174/10060 (32%)
[UE3] [2025-07-19 11:45:16] [  5]  28.00-29.00  sec  9.54 MBytes  80.0 Mbits/sec  0.088 ms  3247/10153 (32%)
[UE3] [2025-07-19 11:45:17] [  5]  29.00-30.00  sec  10.3 MBytes  86.6 Mbits/sec  0.105 ms  3405/10883 (31%)
[UE3] [2025-07-19 11:45:18] [  5]  30.00-31.00  sec  10.1 MBytes  85.1 Mbits/sec  0.099 ms  3032/10378 (29%)
[UE3] [2025-07-19 11:45:19] [  5]  31.00-32.00  sec  9.54 MBytes  80.0 Mbits/sec  0.070 ms  3069/9974 (31%)
[UE3] [2025-07-19 11:45:20] [  5]  32.00-33.00  sec  9.92 MBytes  83.3 Mbits/sec  0.086 ms  3014/10201 (30%)
[UE3] [2025-07-19 11:45:21] [  5]  33.00-34.00  sec  9.41 MBytes  79.0 Mbits/sec  0.074 ms  3162/9979 (32%)
[UE3] [2025-07-19 11:45:22] [  5]  34.00-35.00  sec  10.1 MBytes  84.6 Mbits/sec  0.089 ms  3631/10935 (33%)
[UE3] [2025-07-19 11:45:23] [  5]  35.00-36.00  sec  9.26 MBytes  77.7 Mbits/sec  0.093 ms  3371/10079 (33%)
[UE3] [2025-07-19 11:45:24] [  5]  36.00-37.00  sec  9.46 MBytes  79.4 Mbits/sec  0.104 ms  3498/10349 (34%)
[UE3] [2025-07-19 11:45:25] [  5]  37.00-38.00  sec  9.27 MBytes  77.8 Mbits/sec  0.103 ms  3340/10056 (33%)
[UE3] [2025-07-19 11:45:26] [  5]  38.00-39.00  sec  9.43 MBytes  79.1 Mbits/sec  0.132 ms  3634/10463 (35%)
[UE3] [2025-07-19 11:45:27] [  5]  39.00-40.00  sec  11.7 MBytes  98.2 Mbits/sec  0.097 ms  4151/12629 (33%)
[UE3] [2025-07-19 11:45:28] [  5]  40.00-41.00  sec  15.4 MBytes   129 Mbits/sec  0.152 ms  1533/12702 (12%)
[UE3] [2025-07-19 11:45:29] [  5]  41.00-42.00  sec  11.7 MBytes  98.1 Mbits/sec  0.133 ms  47/8518 (0.55%)
[UE3] [2025-07-19 11:45:30] [  5]  42.00-43.00  sec  14.7 MBytes   124 Mbits/sec  0.200 ms  1540/12217 (13%)
[UE3] [2025-07-19 11:45:31] [  5]  43.00-44.00  sec  12.8 MBytes   108 Mbits/sec  0.106 ms  35/9336 (0.37%)
[UE3] [2025-07-19 11:45:32] [  5]  44.00-45.00  sec  15.1 MBytes   127 Mbits/sec  0.127 ms  393/11345 (3.5%)
[UE3] [2025-07-19 11:45:33] [  5]  45.00-46.00  sec  14.2 MBytes   119 Mbits/sec  0.136 ms  95/10352 (0.92%)
[UE3] [2025-07-19 11:45:34] [  5]  46.00-47.00  sec  14.3 MBytes   120 Mbits/sec  0.167 ms  72/10451 (0.69%)
[UE3] [2025-07-19 11:45:35] [  5]  47.00-48.00  sec  14.3 MBytes   120 Mbits/sec  0.161 ms  0/10341 (0%)
[UE3] [2025-07-19 11:45:36] [  5]  48.00-49.00  sec  14.3 MBytes   120 Mbits/sec  0.127 ms  19/10366 (0.18%)
[UE3] [2025-07-19 11:45:37] [  5]  49.00-50.00  sec  14.1 MBytes   119 Mbits/sec  0.163 ms  40/10271 (0.39%)
[UE3] [2025-07-19 11:45:38] [  5]  50.00-51.00  sec  13.9 MBytes   117 Mbits/sec  0.143 ms  108/10189 (1.1%)
[UE3] [2025-07-19 11:45:39] [  5]  51.00-52.00  sec  14.4 MBytes   121 Mbits/sec  0.174 ms  283/10715 (2.6%)
[UE3] [2025-07-19 11:45:40] [  5]  52.00-53.00  sec  14.3 MBytes   120 Mbits/sec  0.200 ms  0/10365 (0%)
[UE3] [2025-07-19 11:45:41] [  5]  53.00-54.00  sec  14.1 MBytes   118 Mbits/sec  0.167 ms  0/10193 (0%)
[UE3] [2025-07-19 11:45:42] [  5]  54.00-55.00  sec  12.4 MBytes   104 Mbits/sec  0.083 ms  94/9074 (1%)
[UE3] [2025-07-19 11:45:43] [  5]  55.00-56.00  sec  15.1 MBytes   126 Mbits/sec  0.205 ms  224/11133 (2%)
[UE3] [2025-07-19 11:45:44] [  5]  56.00-57.00  sec  14.8 MBytes   124 Mbits/sec  0.103 ms  87/10825 (0.8%)
[UE3] [2025-07-19 11:45:45] [  5]  57.00-58.00  sec  14.3 MBytes   120 Mbits/sec  0.168 ms  88/10413 (0.85%)
[UE3] [2025-07-19 11:45:46] [  5]  58.00-59.00  sec  14.2 MBytes   119 Mbits/sec  0.131 ms  110/10377 (1.1%)
[UE3] [2025-07-19 11:45:47] [  5]  59.00-60.00  sec  14.1 MBytes   118 Mbits/sec  0.183 ms  77/10255 (0.75%)
[UE3] [2025-07-19 11:45:48] [  5]  60.00-61.00  sec  14.5 MBytes   122 Mbits/sec  0.139 ms  162/10665 (1.5%)
[UE3] [2025-07-19 11:45:49] [  5]  61.00-62.00  sec  12.8 MBytes   108 Mbits/sec  0.181 ms  0/9300 (0%)
[UE3] [2025-07-19 11:45:50] [  5]  62.00-63.00  sec  14.3 MBytes   120 Mbits/sec  0.194 ms  940/11278 (8.3%)
[UE3] [2025-07-19 11:45:51] [  5]  63.00-64.00  sec  12.5 MBytes   105 Mbits/sec  0.106 ms  65/9128 (0.71%)
[UE3] [2025-07-19 11:45:52] [  5]  64.00-65.00  sec  14.5 MBytes   122 Mbits/sec  0.074 ms  124/10636 (1.2%)
[UE3] [2025-07-19 11:45:53] [  5]  65.00-66.00  sec  14.8 MBytes   124 Mbits/sec  0.141 ms  152/10863 (1.4%)
[UE3] [2025-07-19 11:45:54] [  5]  66.00-67.00  sec  14.8 MBytes   124 Mbits/sec  0.127 ms  111/10825 (1%)
[UE3] [2025-07-19 11:45:55] [  5]  67.00-68.00  sec  14.2 MBytes   119 Mbits/sec  0.159 ms  39/10301 (0.38%)
[UE3] [2025-07-19 11:45:56] [  5]  68.00-69.00  sec  14.3 MBytes   120 Mbits/sec  0.133 ms  8/10384 (0.077%)
[UE3] [2025-07-19 11:45:57] [  5]  69.00-70.00  sec  14.0 MBytes   117 Mbits/sec  0.125 ms  0/10143 (0%)
[UE3] [2025-07-19 11:45:58] [  5]  70.00-71.00  sec  14.2 MBytes   119 Mbits/sec  0.185 ms  248/10536 (2.4%)
[UE3] [2025-07-19 11:45:59] [  5]  71.00-72.00  sec  12.9 MBytes   109 Mbits/sec  0.178 ms  19/9389 (0.2%)
[UE3] [2025-07-19 11:46:00] [  5]  72.00-73.00  sec  11.7 MBytes  97.8 Mbits/sec  0.177 ms  987/9434 (10%)
[UE3] [2025-07-19 11:46:01] [  5]  73.00-74.00  sec  7.44 MBytes  62.4 Mbits/sec  0.084 ms  1062/6453 (16%)
[UE3] [2025-07-19 11:46:02] [  5]  74.00-75.00  sec  10.1 MBytes  84.4 Mbits/sec  0.093 ms  4759/12045 (40%)
[UE3] [2025-07-19 11:46:03] [  5]  75.00-76.00  sec  9.27 MBytes  77.8 Mbits/sec  0.073 ms  3286/10002 (33%)
[UE3] [2025-07-19 11:46:04] [  5]  76.00-77.00  sec  9.48 MBytes  79.5 Mbits/sec  0.104 ms  3460/10323 (34%)
[UE3] [2025-07-19 11:46:05] [  5]  77.00-78.00  sec  10.0 MBytes  83.9 Mbits/sec  0.120 ms  3515/10760 (33%)
[UE3] [2025-07-19 11:46:06] [  5]  78.00-79.00  sec  9.25 MBytes  77.6 Mbits/sec  0.112 ms  3319/10018 (33%)
[UE3] [2025-07-19 11:46:07] [  5]  79.00-80.00  sec  11.1 MBytes  93.4 Mbits/sec  0.120 ms  4033/12098 (33%)
[UE3] [2025-07-19 11:46:08] [  5]  80.00-81.00  sec  16.2 MBytes   136 Mbits/sec  0.266 ms  1537/13258 (12%)
[UE3] [2025-07-19 11:46:09] [  5]  81.00-82.00  sec  14.4 MBytes   120 Mbits/sec  0.102 ms  2/10396 (0.019%)
[UE3] [2025-07-19 11:46:10] [  5]  82.00-83.00  sec  14.3 MBytes   120 Mbits/sec  0.199 ms  0/10381 (0%)
[UE3] [2025-07-19 11:46:11] [  5]  83.00-84.00  sec  14.4 MBytes   121 Mbits/sec  0.162 ms  0/10455 (0%)
[UE3] [2025-07-19 11:46:12] [  5]  84.00-85.00  sec  13.7 MBytes   115 Mbits/sec  0.118 ms  0/9894 (0%)
[UE3] [2025-07-19 11:46:13] [  5]  85.00-86.00  sec  12.6 MBytes   105 Mbits/sec  0.078 ms  142/9240 (1.5%)
[UE3] [2025-07-19 11:46:14] [  5]  86.00-87.00  sec  16.2 MBytes   136 Mbits/sec  0.196 ms  107/11822 (0.91%)
[UE3] [2025-07-19 11:46:15] [  5]  87.00-88.00  sec  14.4 MBytes   121 Mbits/sec  0.107 ms  0/10439 (0%)
[UE3] [2025-07-19 11:46:16] [  5]  88.00-89.00  sec  14.5 MBytes   121 Mbits/sec  0.147 ms  0/10470 (0%)
[UE3] [2025-07-19 11:46:17] [  5]  89.00-90.00  sec  14.3 MBytes   120 Mbits/sec  0.168 ms  0/10379 (0%)
[UE3] [2025-07-19 11:46:18] [  5]  90.00-91.00  sec  14.3 MBytes   120 Mbits/sec  0.145 ms  0/10329 (0%)
[UE3] [2025-07-19 11:46:19] [  5]  91.00-92.00  sec  14.3 MBytes   120 Mbits/sec  0.165 ms  0/10355 (0%)
[UE3] [2025-07-19 11:46:20] [  5]  92.00-93.00  sec  14.3 MBytes   120 Mbits/sec  0.142 ms  0/10357 (0%)
[UE3] [2025-07-19 11:46:21] [  5]  93.00-94.00  sec  14.2 MBytes   119 Mbits/sec  0.089 ms  0/10304 (0%)
[UE3] [2025-07-19 11:46:22] [  5]  94.00-95.00  sec  14.4 MBytes   120 Mbits/sec  0.336 ms  0/10394 (0%)
[UE3] [2025-07-19 11:46:23] [  5]  95.00-96.00  sec  12.1 MBytes   102 Mbits/sec  0.080 ms  359/9134 (3.9%)
[UE3] [2025-07-19 11:46:24] [  5]  96.00-97.00  sec  13.9 MBytes   116 Mbits/sec  0.088 ms  244/10296 (2.4%)
[UE3] [2025-07-19 11:46:25] [  5]  97.00-98.00  sec  14.5 MBytes   122 Mbits/sec  0.195 ms  4/10494 (0.038%)
[UE3] [2025-07-19 11:46:26] [  5]  98.00-99.00  sec  13.9 MBytes   117 Mbits/sec  0.145 ms  510/10569 (4.8%)
[UE3] [2025-07-19 11:46:27] [  5]  99.00-100.00 sec  15.4 MBytes   129 Mbits/sec  0.183 ms  69/11223 (0.61%)
[UE3] [2025-07-19 11:46:28] [  5]   0.00-1.00   sec  3.76 MBytes  31.5 Mbits/sec  0.182 ms  0/2723 (0%)
[UE3] [2025-07-19 11:46:29] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.204 ms  0/2592 (0%)
[UE3] [2025-07-19 11:46:30] [  5]   2.00-3.00   sec  3.57 MBytes  30.0 Mbits/sec  0.260 ms  0/2587 (0%)
[UE3] [2025-07-19 11:46:31] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.199 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:32] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.155 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:33] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.182 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:34] [  5]   6.00-7.00   sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2589 (0%)
[UE3] [2025-07-19 11:46:35] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.229 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:36] [  5]   8.00-9.00   sec  3.58 MBytes  30.0 Mbits/sec  0.153 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:37] [  5]   9.00-10.00  sec  3.57 MBytes  30.0 Mbits/sec  0.321 ms  0/2587 (0%)
[UE3] [2025-07-19 11:46:38] [  5]  10.00-11.00  sec  3.58 MBytes  30.0 Mbits/sec  0.259 ms  0/2592 (0%)
[UE3] [2025-07-19 11:46:39] [  5]  11.00-12.00  sec  3.57 MBytes  30.0 Mbits/sec  0.161 ms  0/2588 (0%)
[UE3] [2025-07-19 11:46:40] [  5]  12.00-13.00  sec  3.57 MBytes  29.9 Mbits/sec  0.415 ms  0/2584 (0%)
[UE3] [2025-07-19 11:46:41] [  5]  13.00-14.00  sec  3.59 MBytes  30.1 Mbits/sec  0.205 ms  0/2597 (0%)
[UE3] [2025-07-19 11:46:42] [  5]  14.00-15.00  sec  3.57 MBytes  30.0 Mbits/sec  0.274 ms  0/2588 (0%)
[UE3] [2025-07-19 11:46:43] [  5]  15.00-16.00  sec  3.58 MBytes  30.0 Mbits/sec  0.197 ms  0/2592 (0%)
[UE3] [2025-07-19 11:46:44] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.267 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:45] [  5]  17.00-18.00  sec  3.58 MBytes  30.0 Mbits/sec  0.254 ms  0/2590 (0%)
[UE3] [2025-07-19 11:46:46] [  5]  18.00-19.00  sec  3.56 MBytes  29.9 Mbits/sec  0.635 ms  0/2577 (0%)
